TIME,		VALUE
[s],		[boh]
0.050833,	4.990234
0.050838,	4.990234
0.050843,	4.995117
0.050848,	4.995117
0.050853,	4.995117
0.050858,	4.995117
0.050863,	4.995117
0.050868,	4.995117
0.050873,	4.995117
0.050878,	4.995117
0.050883,	4.995117
0.050888,	4.995117
0.050893,	4.995117
0.050898,	4.995117
0.050903,	4.995117
0.050908,	5.000000
0.050913,	5.000000
0.050918,	5.000000
0.050923,	5.000000
0.050928,	5.000000
0.050933,	5.000000
0.050938,	5.000000
0.050943,	5.000000
0.050948,	5.000000
0.050953,	5.000000
0.050958,	5.000000
0.050963,	5.000000
0.050968,	5.000000
0.050973,	5.000000
0.050978,	5.000000
0.050983,	5.000000
0.050988,	5.000000
0.050993,	5.000000
0.050998,	5.000000
0.051003,	5.000000
0.051008,	5.000000
0.051013,	5.000000
0.051018,	5.000000
0.051023,	5.000000
0.051028,	4.995117
0.051033,	4.995117
0.051038,	4.995117
0.051043,	4.995117
0.051048,	4.995117
0.051053,	4.995117
0.051058,	4.995117
0.051063,	4.995117
0.051068,	4.990234
0.051073,	4.995117
0.051078,	4.990234
0.051083,	4.990234
0.051088,	4.990234
0.051093,	4.990234
0.051098,	4.990234
0.051103,	4.990234
0.051108,	4.990234
0.051113,	4.985352
0.051118,	4.985352
0.051123,	4.985352
0.051128,	4.985352
0.051133,	4.985352
0.051138,	4.985352
0.051143,	4.980469
0.051148,	4.980469
0.051153,	4.980469
0.051158,	4.980469
0.051163,	4.980469
0.051168,	4.975586
0.051173,	4.975586
0.051178,	4.975586
0.051183,	4.975586
0.051188,	4.975586
0.051193,	4.970703
0.051198,	4.970703
0.051203,	4.970703
0.051208,	4.970703
0.051213,	4.965820
0.051218,	4.965820
0.051223,	4.965820
0.051228,	4.965820
0.051233,	4.960937
0.051238,	4.960937
0.051243,	4.960937
0.051248,	4.960937
0.051253,	4.956055
0.051258,	4.956055
0.051263,	4.956055
0.051268,	4.956055
0.051273,	4.951172
0.051278,	4.951172
0.051283,	4.951172
0.051288,	4.946289
0.051293,	4.946289
0.051298,	4.941406
0.051303,	4.941406
0.051308,	4.941406
0.051313,	4.936523
0.051318,	4.936523
0.051323,	4.936523
0.051328,	4.931641
0.051333,	4.931641
0.051338,	4.926758
0.051343,	4.926758
0.051348,	4.926758
0.051353,	4.921875
0.051358,	4.921875
0.051363,	4.921875
0.051368,	4.916992
0.051373,	4.916992
0.051378,	4.912109
0.051383,	4.912109
0.051388,	4.907227
0.051393,	4.907227
0.051398,	4.907227
0.051403,	4.902344
0.051408,	4.902344
0.051413,	4.897461
0.051418,	4.897461
0.051423,	4.892578
0.051428,	4.892578
0.051433,	4.887695
0.051438,	4.887695
0.051443,	4.882812
0.051448,	4.882812
0.051453,	4.882812
0.051458,	4.877930
0.051463,	4.877930
0.051468,	4.873047
0.051473,	4.868164
0.051478,	4.868164
0.051483,	4.863281
0.051488,	4.863281
0.051493,	4.858398
0.051498,	4.858398
0.051503,	4.853516
0.051508,	4.853516
0.051513,	4.848633
0.051518,	4.848633
0.051523,	4.843750
0.051528,	4.843750
0.051533,	4.838867
0.051538,	4.833984
0.051543,	4.833984
0.051548,	4.829102
0.051553,	4.824219
0.051558,	4.824219
0.051563,	4.819336
0.051568,	4.819336
0.051573,	4.814453
0.051578,	4.809570
0.051583,	4.809570
0.051588,	4.804687
0.051593,	4.804687
0.051598,	4.799805
0.051603,	4.794922
0.051608,	4.794922
0.051613,	4.790039
0.051618,	4.790039
0.051623,	4.785156
0.051628,	4.780273
0.051633,	4.780273
0.051638,	4.775391
0.051643,	4.770508
0.051648,	4.770508
0.051653,	4.765625
0.051658,	4.760742
0.051663,	4.755859
0.051668,	4.755859
0.051673,	4.750977
0.051678,	4.750977
0.051683,	4.746094
0.051688,	4.741211
0.051693,	4.736328
0.051698,	4.736328
0.051703,	4.731445
0.051708,	4.726562
0.051713,	4.721680
0.051718,	4.716797
0.051723,	4.716797
0.051728,	4.711914
0.051733,	4.711914
0.051738,	4.707031
0.051743,	4.702148
0.051748,	4.697266
0.051753,	4.692383
0.051758,	4.692383
0.051763,	4.687500
0.051768,	4.682617
0.051773,	4.677734
0.051778,	4.677734
0.051783,	4.672852
0.051788,	4.667969
0.051793,	4.663086
0.051798,	4.658203
0.051803,	4.658203
0.051808,	4.653320
0.051813,	4.648437
0.051818,	4.643555
0.051823,	4.638672
0.051828,	4.633789
0.051833,	4.633789
0.051838,	4.628906
0.051843,	4.624023
0.051848,	4.619141
0.051853,	4.614258
0.051858,	4.609375
0.051863,	4.604492
0.051868,	4.604492
0.051873,	4.599609
0.051878,	4.594727
0.051883,	4.589844
0.051888,	4.584961
0.051893,	4.580078
0.051898,	4.575195
0.051903,	4.570312
0.051908,	4.565430
0.051913,	4.565430
0.051918,	4.560547
0.051923,	4.555664
0.051928,	4.550781
0.051933,	4.545898
0.051938,	4.541016
0.051943,	4.536133
0.051948,	4.531250
0.051953,	4.526367
0.051958,	4.521484
0.051963,	4.516602
0.051968,	4.511719
0.051973,	4.506836
0.051978,	4.501953
0.051983,	4.497070
0.051988,	4.492187
0.051993,	4.487305
0.051998,	4.482422
0.052003,	4.477539
0.052008,	4.472656
0.052013,	4.467773
0.052018,	4.467773
0.052023,	4.458008
0.052028,	4.453125
0.052033,	4.448242
0.052038,	4.443359
0.052043,	4.443359
0.052048,	4.433594
0.052053,	4.428711
0.052058,	4.423828
0.052063,	4.418945
0.052068,	4.418945
0.052073,	4.414062
0.052078,	4.404297
0.052083,	4.399414
0.052088,	4.394531
0.052093,	4.389648
0.052098,	4.384766
0.052103,	4.379883
0.052108,	4.375000
0.052113,	4.370117
0.052118,	4.365234
0.052123,	4.360352
0.052128,	4.355469
0.052133,	4.345703
0.052138,	4.340820
0.052143,	4.335937
0.052148,	4.331055
0.052153,	4.326172
0.052158,	4.321289
0.052163,	4.316406
0.052168,	4.311523
0.052173,	4.306641
0.052178,	4.301758
0.052183,	4.291992
0.052188,	4.287109
0.052193,	4.282227
0.052198,	4.277344
0.052203,	4.272461
0.052208,	4.267578
0.052213,	4.262695
0.052218,	4.257812
0.052223,	4.252930
0.052228,	4.248047
0.052233,	4.238281
0.052238,	4.233398
0.052243,	4.228516
0.052248,	4.223633
0.052253,	4.213867
0.052258,	4.208984
0.052263,	4.204102
0.052268,	4.199219
0.052273,	4.194336
0.052278,	4.184570
0.052283,	4.179687
0.052288,	4.174805
0.052293,	4.169922
0.052298,	4.165039
0.052303,	4.155273
0.052308,	4.150391
0.052313,	4.145508
0.052318,	4.140625
0.052323,	4.135742
0.052328,	4.125977
0.052333,	4.121094
0.052338,	4.116211
0.052343,	4.111328
0.052348,	4.106445
0.052353,	4.101562
0.052358,	4.096680
0.052363,	4.086914
0.052368,	4.082031
0.052373,	4.072266
0.052378,	4.067383
0.052383,	4.062500
0.052388,	4.057617
0.052393,	4.047852
0.052398,	4.042969
0.052403,	4.038086
0.052408,	4.033203
0.052413,	4.023437
0.052418,	4.018555
0.052423,	4.013672
0.052428,	4.003906
0.052433,	3.999023
0.052438,	3.994141
0.052443,	3.989258
0.052448,	3.979492
0.052453,	3.974609
0.052458,	3.969727
0.052463,	3.959961
0.052468,	3.955078
0.052473,	3.950195
0.052478,	3.945312
0.052483,	3.940430
0.052488,	3.930664
0.052493,	3.925781
0.052498,	3.916016
0.052503,	3.911133
0.052508,	3.906250
0.052513,	3.896484
0.052518,	3.891602
0.052523,	3.881836
0.052528,	3.876953
0.052533,	3.872070
0.052538,	3.862305
0.052543,	3.857422
0.052548,	3.852539
0.052553,	3.842773
0.052558,	3.837891
0.052563,	3.833008
0.052568,	3.823242
0.052573,	3.818359
0.052578,	3.813477
0.052583,	3.803711
0.052588,	3.798828
0.052593,	3.793945
0.052598,	3.784180
0.052603,	3.779297
0.052608,	3.774414
0.052613,	3.764648
0.052618,	3.759766
0.052623,	3.754883
0.052628,	3.745117
0.052633,	3.735352
0.052638,	3.730469
