x-axis,1,2
second,Volt,Volt
+487.60000E-06,+9.96984899044E+00,+9.98542687949E+00
+487.62500E-06,+9.96984899044E+00,+9.96984899044E+00
+487.65000E-06,+9.94648215687E+00,+9.96984899044E+00
+487.67500E-06,+9.96984899044E+00,+10.07889421377E+00
+487.70000E-06,+9.96984899044E+00,+9.96984899044E+00
+487.72500E-06,+9.96984899044E+00,+10.09447210282E+00
+487.75000E-06,+9.96984899044E+00,+9.96984899044E+00
+487.77500E-06,+9.96984899044E+00,+9.96984899044E+00
+487.80000E-06,+9.96984899044E+00,+9.97763793496E+00
+487.82500E-06,+9.96984899044E+00,+9.96984899044E+00
+487.85000E-06,+9.96984899044E+00,+9.96984899044E+00
+487.87500E-06,+9.96984899044E+00,+9.96984899044E+00
+487.90000E-06,+9.96984899044E+00,+9.96984899044E+00
+487.92500E-06,+9.96984899044E+00,+9.96984899044E+00
+487.95000E-06,+9.84522587806E+00,+9.96984899044E+00
+487.97500E-06,+9.96984899044E+00,+9.96984899044E+00
+488.00000E-06,+9.96984899044E+00,+9.96984899044E+00
+488.02500E-06,+9.96984899044E+00,+9.96984899044E+00
+488.05000E-06,+9.96984899044E+00,+9.96984899044E+00
+488.07500E-06,+9.96984899044E+00,+10.07889421377E+00
+488.10000E-06,+9.96984899044E+00,+9.96984899044E+00
+488.12500E-06,+9.96984899044E+00,+9.96984899044E+00
+488.15000E-06,+9.96984899044E+00,+10.07889421377E+00
+488.17500E-06,+9.96984899044E+00,+10.09447210282E+00
+488.20000E-06,+9.96984899044E+00,+10.09447210282E+00
+488.22500E-06,+9.96984899044E+00,+9.96984899044E+00
+488.25000E-06,+9.96984899044E+00,+9.96984899044E+00
+488.27500E-06,+9.96984899044E+00,+9.96984899044E+00
+488.30000E-06,+9.96984899044E+00,+9.96984899044E+00
+488.32500E-06,+9.96984899044E+00,+9.96984899044E+00
+488.35000E-06,+9.96984899044E+00,+9.96984899044E+00
+488.37500E-06,+9.96984899044E+00,+9.96984899044E+00
+488.40000E-06,+9.96984899044E+00,+9.97763793496E+00
+488.42500E-06,+9.96984899044E+00,+9.96984899044E+00
+488.45000E-06,+9.96984899044E+00,+9.96984899044E+00
+488.47500E-06,+9.96984899044E+00,+9.96984899044E+00
+488.50000E-06,+9.96984899044E+00,+9.96984899044E+00
+488.52500E-06,+9.96984899044E+00,+9.96984899044E+00
+488.55000E-06,+9.96984899044E+00,+10.07110526925E+00
+488.57500E-06,+9.96984899044E+00,+9.96984899044E+00
+488.60000E-06,+9.96984899044E+00,+9.96984899044E+00
