0.1E3,	0.195,	2.27,	-0.5
1E3,	0.195,	2.27,	-1.5
10E3,	0.195,	2.25,	-5
20E3,	0.195,	2.21,	-11.5
30E3,	0.195,	2.17,	-17
40E3,	0.195,	2.13,	-22
50E3,	0.195,	2.05,	-27
60E3,	0.195,	1.97,	-31
70E3,	0.195,	1.89,	-38
80E3,	0.195,	1.80,	-42
90E3,	0.195,	1.6,	-44
100E3,	0.195,	1.52,	-48
200E3,	0.195,	0.910,	-68
300E3,	0.195,	0.630,	-78
