x-axis,1
second,Volt
+665.8000000E-03,-10.7537689283E+00
+665.8001600E-03,-10.7412061142E+00
+665.8003200E-03,-10.7537689283E+00
+665.8004800E-03,-10.7412061142E+00
+665.8006400E-03,-10.7537689283E+00
+665.8008000E-03,-10.8542714417E+00
+665.8009600E-03,-10.8542714417E+00
+665.8011200E-03,-10.8542714417E+00
+665.8012800E-03,-10.8542714417E+00
+665.8014400E-03,-10.8542714417E+00
+665.8016000E-03,-10.8542714417E+00
+665.8017600E-03,-10.8542714417E+00
+665.8019200E-03,-10.8542714417E+00
+665.8020800E-03,-10.8542714417E+00
+665.8022400E-03,-10.8542714417E+00
+665.8024000E-03,-10.8542714417E+00
+665.8025600E-03,-10.9547739550E+00
+665.8027200E-03,-10.9422111409E+00
+665.8028800E-03,-10.8542714417E+00
+665.8030400E-03,-10.8542714417E+00
+665.8032000E-03,-10.8542714417E+00
+665.8033600E-03,-10.8542714417E+00
+665.8035200E-03,-10.8542714417E+00
+665.8036800E-03,-10.9547739550E+00
+665.8038400E-03,-10.9422111409E+00
+665.8040000E-03,-10.9547739550E+00
+665.8041600E-03,-11.0552764684E+00
+665.8043200E-03,-11.0552764684E+00
+665.8044800E-03,-11.0552764684E+00
+665.8046400E-03,-11.0552764684E+00
+665.8048000E-03,-11.0552764684E+00
+665.8049600E-03,-11.0552764684E+00
+665.8051200E-03,-11.0552764684E+00
+665.8052800E-03,-11.0552764684E+00
+665.8054400E-03,-11.0552764684E+00
+665.8056000E-03,-11.0552764684E+00
+665.8057600E-03,-11.0552764684E+00
+665.8059200E-03,-11.0552764684E+00
+665.8060800E-03,-11.0552764684E+00
+665.8062400E-03,-11.0552764684E+00
+665.8064000E-03,-11.0552764684E+00
+665.8065600E-03,-11.0552764684E+00
+665.8067200E-03,-11.1557789817E+00
+665.8068800E-03,-11.1432161676E+00
+665.8070400E-03,-11.1557789817E+00
+665.8072000E-03,-11.1432161676E+00
+665.8073600E-03,-11.1557789817E+00
+665.8075200E-03,-11.2562814951E+00
+665.8076800E-03,-11.1432161676E+00
+665.8078400E-03,-11.0552764684E+00
+665.8080000E-03,-11.1557789817E+00
+665.8081600E-03,-11.2562814951E+00
+665.8083200E-03,-11.2562814951E+00
+665.8084800E-03,-11.2562814951E+00
+665.8086400E-03,-11.2562814951E+00
+665.8088000E-03,-11.2562814951E+00
+665.8089600E-03,-11.2562814951E+00
+665.8091200E-03,-11.2562814951E+00
+665.8092800E-03,-11.2562814951E+00
+665.8094400E-03,-11.2562814951E+00
+665.8096000E-03,-11.2562814951E+00
+665.8097600E-03,-11.2562814951E+00
+665.8099200E-03,-11.2562814951E+00
+665.8100800E-03,-11.3567840084E+00
+665.8102400E-03,-11.3442211943E+00
+665.8104000E-03,-11.3567840084E+00
+665.8105600E-03,-11.3442211943E+00
+665.8107200E-03,-11.2562814951E+00
+665.8108800E-03,-11.2562814951E+00
+665.8110400E-03,-11.2562814951E+00
+665.8112000E-03,-11.2562814951E+00
+665.8113600E-03,-11.2562814951E+00
+665.8115200E-03,-11.3567840084E+00
+665.8116800E-03,-11.3442211943E+00
+665.8118400E-03,-11.3567840084E+00
+665.8120000E-03,-11.4572865218E+00
+665.8121600E-03,-11.4572865218E+00
+665.8123200E-03,-11.4572865218E+00
+665.8124800E-03,-11.4572865218E+00
+665.8126400E-03,-11.4572865218E+00
+665.8128000E-03,-11.4572865218E+00
+665.8129600E-03,-11.4572865218E+00
+665.8131200E-03,-11.4572865218E+00
+665.8132800E-03,-11.4572865218E+00
+665.8134400E-03,-11.4572865218E+00
+665.8136000E-03,-11.4572865218E+00
+665.8137600E-03,-11.4572865218E+00
+665.8139200E-03,-11.4572865218E+00
+665.8140800E-03,-11.4572865218E+00
+665.8142400E-03,-11.4572865218E+00
+665.8144000E-03,-11.4572865218E+00
+665.8145600E-03,-11.4572865218E+00
+665.8147200E-03,-11.4572865218E+00
+665.8148800E-03,-11.4572865218E+00
+665.8150400E-03,-11.4572865218E+00
+665.8152000E-03,-11.5577890351E+00
+665.8153600E-03,-11.5452262210E+00
+665.8155200E-03,-11.5577890351E+00
+665.8156800E-03,-11.5452262210E+00
+665.8158400E-03,-11.5577890351E+00
+665.8160000E-03,-11.6582915485E+00
+665.8161600E-03,-11.6582915485E+00
+665.8163200E-03,-11.6582915485E+00
+665.8164800E-03,-11.6582915485E+00
+665.8166400E-03,-11.6582915485E+00
+665.8168000E-03,-11.6582915485E+00
+665.8169600E-03,-11.6582915485E+00
+665.8171200E-03,-11.5452262210E+00
+665.8172800E-03,-11.5577890351E+00
+665.8174400E-03,-11.6582915485E+00
+665.8176000E-03,-11.6582915485E+00
+665.8177600E-03,-11.6582915485E+00
+665.8179200E-03,-11.6582915485E+00
+665.8180800E-03,-11.6582915485E+00
+665.8182400E-03,-11.6582915485E+00
+665.8184000E-03,-11.6582915485E+00
+665.8185600E-03,-11.6582915485E+00
+665.8187200E-03,-11.6582915485E+00
+665.8188800E-03,-11.6582915485E+00
+665.8190400E-03,-11.7587940618E+00
+665.8192000E-03,-11.7462312477E+00
+665.8193600E-03,-11.6582915485E+00
+665.8195200E-03,-11.6582915485E+00
+665.8196800E-03,-11.6582915485E+00
+665.8198400E-03,-11.6582915485E+00
+665.8200000E-03,-11.6582915485E+00
+665.8201600E-03,-11.6582915485E+00
+665.8203200E-03,-11.6582915485E+00
+665.8204800E-03,-11.6582915485E+00
+665.8206400E-03,-11.6582915485E+00
+665.8208000E-03,-11.7587940618E+00
+665.8209600E-03,-11.7462312477E+00
+665.8211200E-03,-11.6582915485E+00
+665.8212800E-03,-11.6582915485E+00
+665.8214400E-03,-11.6582915485E+00
+665.8216000E-03,-11.6582915485E+00
+665.8217600E-03,-11.6582915485E+00
+665.8219200E-03,-11.7587940618E+00
+665.8220800E-03,-11.8592965752E+00
+665.8222400E-03,-11.7462312477E+00
+665.8224000E-03,-11.7587940618E+00
+665.8225600E-03,-11.8592965752E+00
+665.8227200E-03,-11.7462312477E+00
+665.8228800E-03,-11.6582915485E+00
+665.8230400E-03,-11.6582915485E+00
+665.8232000E-03,-11.7587940618E+00
+665.8233600E-03,-11.7462312477E+00
+665.8235200E-03,-11.6582915485E+00
+665.8236800E-03,-11.6582915485E+00
+665.8238400E-03,-11.6582915485E+00
+665.8240000E-03,-11.7587940618E+00
+665.8241600E-03,-11.8592965752E+00
+665.8243200E-03,-11.7462312477E+00
+665.8244800E-03,-11.6582915485E+00
