%R1=R2=100k, R4=infty,
[Hz],	[V],	[V]
Freq,	V_A,	V_out
100E3,	0.512E0,	3.28E0
250E3,	0.314E0,	1.03E0
500E3,	0.620E0,	0.700E0
700E3,	0.452E0,	0.450E0
1000E3,0.325E0,	0.277E0
1500E3,0.240E0,	0.140E0
